,Date,0-100,101-200,201-300,301-400,401-500,501-600,601-700,701-800,801-900,901-1000,1001-1100,1101-1200,1201-1300,1301-1400,1401-1500,1501-65535
70,2013-02-21,43.7774644197,2.95705370352,1.15790289273,0.852562956422,0.707067442119,0.774013295188,0.465860155724,0.386922827761,0.530909585065,0.635202412586,0.695589363703,0.432216970153,0.508210126473,1.49606877124,44.6229550777,0.0
71,2013-03-21,59.7499541984,1.97246725103,0.492162379556,0.304423547014,0.247280888486,1.37646926652,0.169252820918,0.139293989644,0.556469593917,5.36863770063,11.997194499,0.182169203263,0.279818511373,0.670715668491,16.4936904818,0.0
72,2013-04-25,41.7305912527,4.82496212152,1.65020396817,1.08795995935,0.817342167598,0.715134464958,0.555471594135,0.471130055802,0.629422180599,0.729968724919,1.07470554226,0.56398067434,0.844600265483,2.70765902019,41.596868008,0.0
34,2013-05-29,47.7778533126,3.86109246803,1.94014144531,1.03359586673,1.008290057,0.883192581544,1.75557127921,0.470730641202,0.576013674975,0.688234332826,1.05448215298,0.678800632359,0.799816288778,1.57476725189,35.8974180145,0.0
35,2013-06-20,37.237723851,3.3308890033,1.62036122281,1.17567868424,0.871463954249,0.862502956851,2.15932903836,0.508884467141,0.677257990455,0.79793924889,1.07436653819,0.733521644148,0.887222229953,1.36168895321,46.7011702172,0.0
36,2013-07-18,52.2324057758,3.90844788863,1.62477135115,0.989929662587,0.793863169361,0.730805358238,1.75770537917,0.431666468142,0.558387617908,0.698015628251,0.971888260431,0.693171408085,0.873129210283,0.793440129586,32.9422150893,0.000157603053319
37,2013-08-15,38.7726943167,4.59638208591,2.2103489979,0.953284427638,1.11895732517,1.28174382313,2.00572580127,0.482779836707,0.718348670416,0.694044971393,1.17290831797,0.833836843742,1.02820205527,1.39145919731,42.7392833295,0.0
38,2013-09-19,41.231683592,4.15463403604,1.96491656702,1.18806261875,0.885460611377,0.814270181434,1.58854435393,0.566611707326,0.637764199389,1.01039004692,1.3112658808,0.777783426306,1.38405918613,1.30401026144,41.1805433311,0.0
39,2013-10-24,39.7885481585,4.48087058246,2.10563799777,1.07108406886,0.732188937683,0.750008518151,1.73696850164,0.580458147288,0.603143843962,1.35673586016,1.28218735154,0.882402126444,1.38924190805,1.22640814829,42.0141158492,0.0
40,2013-11-21,42.8431355257,4.43829759169,2.17838602846,1.25855096533,0.974686960921,1.23670884267,1.2804348831,0.455081837744,0.589553413436,1.35109369017,1.11510180076,0.892183420667,1.09004145489,1.42454441035,38.8721991741,0.0
41,2013-12-19,35.4997229775,3.58183212955,1.48143823564,0.974735438561,0.830063140329,0.75930536491,1.47631748915,0.575308244725,0.552699835114,0.940961828646,0.818906908057,0.615350509268,1.14938786901,1.0487665458,49.6952034838,0.0
42,2014-03-20,48.82413646,4.55519256775,1.52883954342,0.832251715725,8.80832170706,0.62438616227,0.525465006324,0.509647507309,0.531904595766,0.594357628984,0.840187926168,0.684264732758,1.02175276837,1.10757505795,29.0117166202,0.0
43,2014-06-19,42.9888044201,3.41305347518,1.34054632515,0.952555973626,0.782399912473,0.813461706125,1.21385455148,0.599909737881,0.532623430884,0.677427461224,0.993601304698,0.624022374065,0.815641331161,1.32857975633,42.9235182396,0.0
44,2014-09-18,32.6448950093,2.374205915,0.926610497222,0.789223132671,0.6458436146,0.981046843348,0.921486831973,0.46327823821,0.436766491013,0.441100621472,0.650240076753,0.742773554275,0.820916721366,1.21976892062,55.9418435322,0.0
45,2014-12-18,37.3924968424,2.65681133492,1.19512115671,1.04029925722,1.32032427603,1.20351686777,1.03721840533,0.463701979689,0.458163719795,0.658751596211,0.781762271181,0.788911094459,1.06404207872,1.40124729302,48.5376318266,0.0
46,2015-02-19,37.4552841449,3.53972755097,2.07208020029,2.92134827243,1.53205495031,0.846940538909,0.582753003801,0.367024460247,0.382998095552,0.481086102086,0.819804755,0.591919230092,0.917292107798,1.46628336616,46.0234032215,0.0
47,2015-05-21,38.5825600027,4.16480120539,1.16965899519,0.839149898954,0.853042211283,0.814612376326,0.562729039765,0.423812869579,0.506457526411,0.475370174846,1.17235680158,0.800956469712,1.24979357957,2.6770235547,45.707675294,0.0
48,2015-09-17,45.9337995088,6.07356275741,1.09683517413,0.783970213655,0.462626546038,0.964678079634,0.642207030816,0.42615009393,0.441159606959,0.284627063299,0.649898572382,1.09692189576,1.27803001542,2.94441950642,36.9211139353,0.0
